0	26.247	21.2196
1000	7.12451	5.85527
2000	7.00923	5.81917
3000	7.14994	5.80274
4000	7.18275	5.80274
5000	7.14839	5.80274
6000	7.13246	5.80274
7000	6.91033	5.80274
8000	7.05805	5.80274
9000	6.97678	5.80274
10000	6.9787	5.80274
11000	6.92064	5.80274
12000	6.83407	5.80274
13000	6.77298	5.80274
14000	6.92824	5.80274
15000	7.00649	5.80274
16000	6.8896	5.80274
17000	6.96052	5.80274
18000	6.9708	5.80274
19000	7.02916	5.80274
20000	6.995	5.80274
21000	6.8953	5.80274
22000	7.02929	5.80274
23000	6.90265	5.80274
24000	6.89066	5.80274
25000	6.89968	5.80274
26000	7.01186	5.80274
27000	6.83999	5.80274
28000	7.0558	5.80274
29000	6.94022	5.80274
30000	7.00199	5.80274
31000	6.87415	5.80274
32000	7.03534	5.80274
32093	6.88726	5.80274
