0	10.2615	7.5729
100	7.56485	3.95486
200	7.51643	3.80551
300	7.75349	3.67529
400	7.57589	3.67529
500	7.46742	3.67529
600	7.69909	3.67529
700	7.86908	3.67529
800	7.6525	3.67529
900	7.30051	3.67529
1000	7.77719	3.67529
1100	7.42755	3.65718
1200	7.38171	3.65718
1300	7.34013	3.65718
1400	7.17935	3.65718
1500	7.61454	3.65718
1600	7.31438	3.65718
1700	7.60558	3.65718
1800	7.33678	3.65718
1900	7.48788	3.65718
2000	7.67965	3.65718
2100	7.51803	3.65718
2200	7.42666	3.65718
2300	7.52487	3.65718
2400	7.5236	3.65718
2500	7.37865	3.65718
2600	7.59618	3.65718
2700	7.5266	3.65718
2800	7.53224	3.65718
2900	7.6295	3.65718
3000	7.3991	3.65718
3100	7.56519	3.65718
3200	7.49142	3.65718
3300	7.5632	3.65718
3400	7.69619	3.65718
3500	7.58419	3.65718
3600	7.75191	3.65718
3700	7.71133	3.65718
3800	7.5842	3.65718
3900	7.64927	3.65718
4000	7.54803	3.65718
4100	7.74338	3.65718
4200	7.87162	3.65718
4300	7.29036	3.65718
4400	7.31916	3.65718
4500	7.76994	3.65718
4600	7.22868	3.65718
4700	7.57892	3.65718
4800	7.05698	3.65718
4900	7.58984	3.65718
5000	7.78152	3.65718
5100	7.31566	3.65718
5200	7.34385	3.65718
5300	7.34025	3.65718
5400	7.28793	3.65718
5500	7.88692	3.65718
5600	7.59387	3.65718
5700	7.25415	3.65718
5800	7.68584	3.65718
5900	7.93514	3.65718
6000	7.52117	3.65718
6100	7.33938	3.65718
6200	7.49936	3.65718
6300	7.59341	3.65718
6400	7.42789	3.65718
6500	7.63406	3.65718
6600	7.80676	3.65718
6700	7.32906	3.65718
6800	7.21994	3.65718
6900	7.51031	3.65718
7000	7.28152	3.65718
7100	7.27886	3.65718
7200	7.52029	3.65718
7300	7.5593	3.65718
7400	7.71693	3.65718
7500	7.69283	3.65718
7600	7.48699	3.65718
7700	7.83651	3.65718
7800	7.68897	3.65718
7900	7.39616	3.65718
8000	7.23323	3.65718
8100	7.80407	3.65718
8200	7.14289	3.65718
8300	7.78924	3.65718
8400	7.38352	3.65718
8500	7.82941	3.65718
8600	7.8989	3.65718
8700	7.75916	3.65718
8800	7.44713	3.65718
8900	7.4669	3.65718
9000	7.50225	3.65718
9100	7.54291	3.65718
9200	7.70463	3.65718
9300	7.83638	3.65718
9400	7.82693	3.65718
9500	7.67313	3.65718
9600	7.78486	3.65718
9700	7.32439	3.65718
9800	7.64515	3.65718
9900	7.59954	3.65718
10000	7.48482	3.65718
